,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
26535,c-1,c-31,c-1,741,UA,PHL,ORD,678,N
26536,c-2,c-24,c-5,1223,DL,PHX,CVG,1569,N
26537,c-8,c-21,c-7,1854,DL,DFW,ATL,732,N
26538,c-6,c-6,c-2,1206,AA,LGA,MIA,1097,N
26539,c-12,c-23,c-5,656,NW,MKE,MCO,1066,N
26540,c-5,c-17,c-3,1038,US,DCA,PHX,1979,N
26541,c-4,c-11,c-1,1307,NW,MSP,DCA,931,N
26542,c-8,c-9,c-3,856,CO,CLE,SFO,2161,N
26543,c-10,c-17,c-2,1858,FL,MDW,BOS,861,N
26544,c-8,c-29,c-2,823,WN,SMF,SAN,480,N
26545,c-2,c-5,c-6,1028,MQ,RDU,BOS,612,N
26546,c-6,c-1,c-3,2252,UA,LAX,MCO,2217,N
26547,c-6,c-4,c-7,1308,CO,ATL,EWR,745,Y
26548,c-8,c-21,c-7,1721,NW,MEM,VPS,369,Y
26549,c-8,c-25,c-4,1332,NW,TVC,DTW,207,N
26550,c-11,c-15,c-2,2050,WN,BUR,SJC,296,N
26551,c-1,c-21,c-5,1748,OO,ORD,ROA,531,N
26552,c-6,c-3,c-5,2025,EV,SLC,SNA,588,N
26553,c-6,c-10,c-5,724,AA,LAX,FLL,2342,Y
26554,c-5,c-11,c-3,1703,DH,CAE,IAD,401,N
26555,c-12,c-6,c-3,1058,OH,CVG,BDL,661,N
26556,c-8,c-12,c-5,1425,DL,PHF,ATL,508,N
26557,c-1,c-13,c-4,950,WN,ORF,BWI,159,N
26558,c-9,c-26,c-2,2120,AA,KOA,LAX,2504,N
26559,c-4,c-10,c-1,1227,MQ,SAN,LAX,109,N
26560,c-8,c-25,c-4,844,US,DCA,BOS,399,N
26561,c-9,c-24,c-6,803,AA,DCA,DFW,1192,N
26562,c-9,c-19,c-1,906,UA,LAX,HNL,2556,N
26563,c-7,c-3,c-1,2011,XE,EWR,BGR,393,N
26564,c-1,c-19,c-4,2050,WN,TUS,LAS,365,N
26565,c-2,c-8,c-2,805,WN,BNA,AUS,756,N
26566,c-2,c-22,c-3,932,MQ,ORD,DTW,235,N
26567,c-6,c-18,c-6,902,HP,DFW,LAS,1055,N
26568,c-8,c-16,c-3,1200,US,PHL,LAS,2176,N
26569,c-7,c-31,c-7,1341,OO,YUM,LAX,237,Y
26570,c-11,c-23,c-3,1008,DL,ATL,DEN,1199,N
26571,c-2,c-4,c-6,1838,UA,SFO,LAS,414,N
26572,c-12,c-6,c-3,737,UA,LAS,LAX,236,N
26573,c-8,c-30,c-3,835,OH,JFK,BNA,766,N
26574,c-2,c-25,c-6,1204,EV,LYH,ATL,389,N
26575,c-2,c-20,c-7,1953,CO,MSY,IAH,305,N
26576,c-7,c-5,c-2,1637,AA,SNA,DFW,1205,Y
26577,c-11,c-21,c-1,623,NW,DTW,MEM,610,N
26578,c-7,c-13,c-3,1010,OO,DEN,CID,692,N
26579,c-10,c-31,c-1,1021,B6,TPA,EWR,998,N
26580,c-4,c-5,c-2,1359,HP,SEA,PHX,1107,N
26581,c-12,c-23,c-6,947,MQ,CMH,DFW,927,N
26582,c-3,c-20,c-1,1457,US,BOS,LGA,185,N
26583,c-11,c-6,c-1,1130,OO,SBA,LAX,89,N
26584,c-2,c-5,c-7,1934,US,DCA,RSW,892,N
26585,c-12,c-5,c-2,1351,OO,PHX,LAX,370,N
26586,c-8,c-26,c-6,2332,AA,LAS,ORD,1515,N
26587,c-7,c-18,c-2,1227,B6,BUR,JFK,2465,N
26588,c-10,c-26,c-4,1212,NW,DCA,MSP,931,N
26589,c-8,c-6,c-7,1332,CO,ATL,EWR,745,N
26590,c-9,c-23,c-5,858,DL,CVG,DEN,1069,N
26591,c-6,c-18,c-7,846,UA,SFO,KOA,2367,N
26592,c-3,c-30,c-4,1732,NW,DTW,ORF,529,N
26593,c-4,c-12,c-2,1218,MQ,DFW,GRK,134,N
26594,c-1,c-4,c-2,818,DL,BZN,SLC,347,N
26595,c-9,c-2,c-6,1551,OO,CPR,DEN,230,N
26596,c-6,c-18,c-6,705,AA,BOS,DFW,1562,N
26597,c-10,c-17,c-1,1213,UA,PHL,ORD,678,N
26598,c-6,c-16,c-5,1223,MQ,BGR,BOS,201,N
26599,c-5,c-10,c-2,2305,EV,ATL,AVL,164,Y
26600,c-3,c-31,c-4,1330,HP,LAS,SFO,414,N
26601,c-5,c-9,c-2,1254,US,MCO,PHL,861,N
26602,c-12,c-15,c-5,1529,AA,LAX,LIH,2615,N
26603,c-2,c-23,c-4,1429,US,PHL,BOS,280,N
26604,c-12,c-15,c-5,1305,OH,CAK,CVG,214,N
26605,c-6,c-28,c-3,1359,WN,PVD,PHX,2277,N
26606,c-12,c-8,c-5,1726,NW,DTW,BWI,408,N
26607,c-12,c-19,c-2,1211,DL,MCI,ATL,692,N
26608,c-7,c-4,c-1,1829,MQ,DFW,TVC,1022,N
26609,c-8,c-9,c-2,906,AA,PSP,DFW,1126,N
26610,c-2,c-12,c-6,1045,WN,ABQ,TPA,1497,N
26611,c-4,c-9,c-6,1240,FL,PIT,MCO,834,Y
26612,c-9,c-22,c-4,716,US,RDU,DCA,227,N
26613,c-5,c-23,c-1,1253,OO,PSP,SLC,541,N
26614,c-8,c-5,c-5,1120,WN,PDX,OAK,543,N
26615,c-12,c-13,c-2,1253,XE,IAH,ABQ,744,N
26616,c-3,c-31,c-5,858,OH,CVG,XNA,561,N
26617,c-3,c-20,c-1,910,CO,BQN,EWR,1585,N
26618,c-9,c-7,c-4,2020,WN,DEN,SLC,391,Y
26619,c-7,c-16,c-6,836,UA,OKC,DEN,495,N
26620,c-2,c-22,c-2,655,WN,MDW,IND,162,N
26621,c-10,c-8,c-7,1121,CO,ABQ,IAH,744,N
26622,c-4,c-30,c-7,1051,OH,CVG,PHL,507,N
26623,c-12,c-6,c-3,1129,US,TPA,CLT,508,N
26624,c-4,c-13,c-4,2008,US,IAH,PHX,1009,N
26625,c-1,c-22,c-7,1708,US,DTW,PHX,1671,N
26626,c-7,c-6,c-3,1040,UA,DCA,ORD,612,N
26627,c-10,c-12,c-4,1143,DL,BWI,ATL,576,N
26628,c-7,c-10,c-1,611,F9,STL,DEN,770,N
26629,c-9,c-13,c-3,2018,FL,CLT,ATL,227,Y
26630,c-1,c-4,c-3,1649,XE,CAE,EWR,602,N
26631,c-8,c-18,c-4,1415,WN,PDX,GEG,279,Y
26632,c-10,c-30,c-1,622,OO,MFR,SFO,329,N
26633,c-9,c-5,c-1,2015,OO,SFO,EUG,451,N
26634,c-5,c-16,c-1,654,DL,PDX,CVG,1975,N
26635,c-4,c-22,c-5,857,DL,BOS,PBI,1197,N
26636,c-12,c-6,c-3,947,OO,SLC,SUN,223,N
26637,c-10,c-6,c-5,1908,UA,LAX,SFO,337,Y
26638,c-5,c-12,c-4,1502,US,JAX,PHL,742,N
26639,c-9,c-23,c-6,1038,UA,DEN,MSY,1062,N
26640,c-6,c-18,c-7,705,EV,ATL,PHF,508,N
26641,c-1,c-22,c-7,1119,AS,LGB,SEA,965,N
26642,c-11,c-4,c-5,1900,AS,SFO,SEA,679,N
26643,c-3,c-20,c-7,1605,FL,LGA,ATL,761,N
26644,c-11,c-3,c-4,600,MQ,TYS,DFW,772,N
26645,c-5,c-18,c-4,1147,AA,MCO,LGA,950,N
26646,c-10,c-2,c-1,2112,UA,DEN,ABQ,349,Y
26647,c-8,c-14,c-1,1336,XE,OKC,IAH,395,N
26648,c-2,c-8,c-2,1036,UA,DEN,ORD,888,N
26649,c-5,c-24,c-3,620,OO,CRW,ORD,416,N
26650,c-4,c-4,c-2,1040,WN,DTW,MDW,229,N
26651,c-3,c-24,c-4,644,DH,IND,IAD,476,N
26652,c-6,c-15,c-3,1304,NW,RSW,IND,946,N
26653,c-5,c-2,c-1,601,NW,BDL,DTW,548,N
26654,c-2,c-20,c-1,1736,WN,MDW,OMA,423,Y
26655,c-2,c-8,c-2,1903,AA,MCI,DFW,460,Y
26656,c-8,c-21,c-1,2215,YV,IAD,BOS,413,Y
26657,c-11,c-24,c-5,2024,OO,ORD,CID,196,Y
26658,c-6,c-27,c-1,1222,NW,DTW,MSP,528,Y
26659,c-7,c-6,c-4,615,MQ,RIC,MIA,826,N
26660,c-6,c-21,c-3,712,FL,ICT,ATL,781,N
26661,c-4,c-23,c-7,1659,AA,ORD,DEN,888,N
26662,c-8,c-9,c-2,630,WN,SAT,ELP,496,N
26663,c-6,c-27,c-2,1559,US,PHL,LAX,2401,Y
26664,c-11,c-13,c-7,1223,US,CLT,SAV,213,N
26665,c-6,c-25,c-6,735,UA,DSM,DEN,589,Y
26666,c-9,c-3,c-6,2103,OO,DEN,RAP,301,N
26667,c-6,c-9,c-4,1101,AA,MCI,DFW,460,N
26668,c-6,c-12,c-7,113,DL,LAX,CVG,1900,Y
26669,c-6,c-17,c-5,1921,OH,OKC,CVG,756,Y
26670,c-6,c-21,c-2,1108,HA,KOA,HNL,163,N
26671,c-6,c-28,c-2,1451,WN,PHX,ELP,347,Y
26672,c-9,c-8,c-5,746,DL,ATL,MIA,595,N
26673,c-3,c-16,c-3,1626,UA,LAX,OGG,2486,Y
26674,c-11,c-6,c-7,1357,OO,ACV,SFO,250,N
26675,c-1,c-14,c-6,1957,WN,LAS,MDW,1521,Y
26676,c-6,c-17,c-6,1525,AA,DFW,MIA,1121,N
26677,c-10,c-19,c-4,1815,WN,BWI,MHT,377,N
26678,c-5,c-20,c-6,1531,OO,SFO,ACV,250,N
26679,c-3,c-27,c-1,1056,OH,MSN,CVG,373,N
26680,c-6,c-9,c-5,1537,AS,SEA,ANC,1449,N
26681,c-10,c-17,c-2,926,US,PHL,BOS,280,Y
26682,c-7,c-31,c-1,1841,WN,ONT,SMF,389,Y
26683,c-9,c-29,c-4,655,WN,CMH,BWI,336,N
26684,c-11,c-28,c-1,1648,MQ,LGA,XNA,1147,Y
26685,c-4,c-2,c-6,2033,UA,SFO,SNA,372,N
26686,c-2,c-9,c-4,1702,OO,LAX,SJC,308,N
26687,c-1,c-11,c-3,1501,AA,PHX,ORD,1440,Y
26688,c-10,c-5,c-3,610,WN,IND,BWI,515,N
26689,c-6,c-24,c-6,718,FL,ATL,BWI,576,N
26690,c-6,c-25,c-6,1705,NW,DTW,ROC,296,N
26691,c-4,c-15,c-6,845,AA,FLL,DFW,1119,N
26692,c-2,c-23,c-3,1443,UA,ORD,BUF,473,Y
26693,c-8,c-23,c-3,1710,OH,MSN,CVG,373,N
26694,c-10,c-11,c-3,1420,AA,SMF,DFW,1431,N
26695,c-7,c-30,c-7,1435,MQ,ATL,ORD,606,Y
26696,c-7,c-1,c-6,725,XE,TLH,IAH,658,N
26697,c-6,c-11,c-6,1725,WN,PHX,BWI,1999,Y
26698,c-3,c-7,c-1,1651,UA,ORD,DFW,802,N
26699,c-9,c-23,c-6,554,DL,LGA,ATL,761,N
26700,c-10,c-30,c-7,1455,AA,LAX,JFK,2475,Y
26701,c-12,c-25,c-1,1205,YV,LAS,SBA,288,N
26702,c-4,c-10,c-1,652,XE,EWR,DAY,533,N
26703,c-9,c-18,c-1,943,XE,IAH,STL,668,Y
26704,c-10,c-18,c-2,2010,WN,OAK,ONT,361,N
26705,c-10,c-22,c-7,959,OO,ORD,FAR,557,N
26706,c-11,c-15,c-2,1455,US,JAX,CLT,329,N
26707,c-1,c-9,c-1,952,MQ,GRB,ORD,174,N
26708,c-2,c-6,c-7,1235,DL,SJC,SLC,585,N
26709,c-4,c-5,c-2,2055,DL,CVG,MCI,539,N
26710,c-4,c-7,c-4,1940,OH,CVG,SWF,583,N
26711,c-9,c-24,c-7,1053,XE,GSP,EWR,594,N
26712,c-8,c-2,c-3,955,OH,STL,CVG,307,Y
26713,c-2,c-22,c-2,2026,US,PIT,CLT,366,N
26714,c-4,c-12,c-2,945,WN,ONT,SJC,333,N
26715,c-1,c-6,c-4,1427,US,CLT,IAH,913,N
26716,c-1,c-29,c-7,1856,OH,CVG,DCA,411,N
26717,c-5,c-30,c-2,630,WN,STL,DAL,546,N
26718,c-1,c-4,c-2,720,CO,DCA,IAH,1208,N
26719,c-10,c-29,c-7,1924,AS,PDX,SNA,859,N
26720,c-10,c-6,c-5,1641,OO,ORD,MLI,139,N
26721,c-9,c-21,c-4,2059,OH,CVG,ATW,411,N
26722,c-10,c-14,c-6,1824,MQ,DFW,CLE,1021,N
26723,c-2,c-15,c-2,905,UA,BDL,ORD,783,N
26724,c-5,c-26,c-4,556,OO,COS,SLC,410,N
26725,c-6,c-15,c-3,1602,AA,DEN,ORD,888,Y
26726,c-3,c-2,c-3,1832,AS,SEA,ANC,1449,Y
26727,c-5,c-2,c-1,2150,B6,FLL,JFK,1069,Y
26728,c-12,c-11,c-1,1917,NW,HNL,OGG,100,N
26729,c-2,c-21,c-2,1300,WN,MCO,IND,828,N
26730,c-7,c-12,c-3,1238,AA,DFW,PHL,1302,N
26731,c-9,c-15,c-4,606,AA,STL,ORD,258,N
26732,c-4,c-8,c-5,1708,UA,MSY,IAD,954,N
26733,c-11,c-13,c-1,1450,WN,BNA,BWI,588,N
26734,c-1,c-19,c-4,1405,YV,MHT,IAD,418,N
26735,c-9,c-3,c-7,1125,NW,PHX,MSP,1276,N
26736,c-10,c-19,c-3,1949,MQ,BOS,BGR,201,N
26737,c-8,c-2,c-3,1210,WN,CMH,BWI,336,N
26738,c-7,c-27,c-3,1147,NW,BNA,MEM,200,N
26739,c-9,c-16,c-5,1558,MQ,SDF,ORD,286,N
26740,c-3,c-8,c-3,1201,MQ,TYR,DFW,103,N
26741,c-4,c-17,c-1,742,US,PHL,FLL,992,N
26742,c-11,c-2,c-4,620,OH,JAX,CVG,614,N
26743,c-10,c-20,c-4,539,US,BOS,DCA,399,N
26744,c-4,c-20,c-3,1110,OO,COS,DEN,72,N
26745,c-10,c-23,c-7,1115,OO,ORD,COS,911,Y
26746,c-9,c-24,c-7,1659,XE,MOB,IAH,427,Y
26747,c-1,c-5,c-4,1935,WN,SAN,PHX,304,N
26748,c-8,c-7,c-7,2030,WN,MCO,MHT,1142,Y
26749,c-3,c-5,c-7,935,AA,PHL,SJU,1576,N
26750,c-7,c-27,c-3,607,B6,FLL,JFK,1069,N
26751,c-2,c-24,c-4,1215,WN,MCI,OKC,313,Y
26752,c-1,c-19,c-3,1330,NW,FLL,DTW,1127,Y
26753,c-10,c-25,c-3,2100,FL,ATL,MKE,669,N
26754,c-7,c-14,c-5,3,AS,ANC,DEN,2406,N
26755,c-11,c-25,c-5,947,AS,SEA,SJC,697,N
26756,c-2,c-4,c-6,1746,FL,ATL,PNS,272,N
26757,c-2,c-19,c-6,852,FL,PBI,ATL,545,N
26758,c-7,c-16,c-6,1950,WN,HOU,PHX,1020,N
26759,c-12,c-2,c-6,1146,UA,DEN,KOA,3329,Y
26760,c-5,c-3,c-2,716,XE,CLE,IAD,288,N
26761,c-6,c-30,c-4,2007,OO,SFO,SMF,86,Y
26762,c-1,c-3,c-1,1554,WN,AUS,LAS,1090,Y
26763,c-3,c-17,c-5,1036,XE,IAH,MFE,316,N
26764,c-12,c-13,c-3,1754,CO,LAS,IAH,1222,N
26765,c-3,c-1,c-2,1817,FL,MKE,TPA,1075,N
26766,c-11,c-11,c-5,1459,UA,ORD,DCA,612,N
26767,c-7,c-1,c-6,1525,EV,DAY,ATL,432,N
26768,c-11,c-18,c-5,1642,MQ,DFW,BTR,383,N
26769,c-12,c-13,c-3,939,US,LAX,LAS,236,N
26770,c-10,c-16,c-1,923,CO,EWR,LAS,2227,N
26771,c-5,c-29,c-7,1402,EV,ATL,ILM,377,N
26772,c-6,c-27,c-1,9,UA,DEN,TUL,541,Y
26773,c-9,c-23,c-6,913,OO,SFO,RDM,462,N
26774,c-7,c-19,c-2,1218,UA,IAD,SEA,2306,N
26775,c-8,c-19,c-5,2102,DH,IAD,SFO,2419,N
26776,c-8,c-13,c-7,1310,US,PHX,SMF,647,N
26777,c-8,c-14,c-7,2255,WN,SMF,LAS,397,Y
26778,c-12,c-20,c-3,725,WN,ISP,FLL,1093,N
26779,c-4,c-11,c-1,1021,UA,MSP,ORD,334,N
26780,c-11,c-13,c-1,1733,MQ,MAF,DFW,309,N
26781,c-11,c-15,c-3,1500,XE,MCI,CLE,694,N
26782,c-10,c-6,c-4,1223,DL,DFW,SLC,988,N
26783,c-8,c-21,c-1,601,OO,ORF,ORD,717,N
26784,c-1,c-7,c-6,628,OO,RDM,SLC,526,N
26785,c-3,c-3,c-4,817,AA,LAX,SFO,337,N
26786,c-3,c-25,c-5,955,DL,CHS,ATL,259,N
26787,c-4,c-16,c-7,2212,NW,MSP,FAR,223,N
26788,c-7,c-26,c-2,2053,AA,DFW,DCA,1192,N
26789,c-5,c-12,c-5,1309,XE,IAH,XNA,438,N
26790,c-10,c-13,c-4,1427,US,CLT,MCO,468,Y
26791,c-5,c-27,c-5,1128,EV,MGM,ATL,147,N
26792,c-4,c-10,c-1,1529,DL,JFK,MCO,944,Y
26793,c-12,c-6,c-3,822,OO,SLC,DEN,391,N
26794,c-9,c-26,c-2,1516,YV,PHX,SNA,338,N
26795,c-3,c-28,c-2,1318,DL,LAX,SLC,590,N
26796,c-5,c-11,c-4,813,FL,CAK,LGA,396,N
26797,c-9,c-3,c-6,1929,HP,PHX,SNA,338,N
26798,c-4,c-1,c-5,2059,XE,IAH,BRO,308,N
26799,c-5,c-28,c-6,1734,MQ,CLL,DFW,164,Y
26800,c-2,c-13,c-1,717,UA,SAT,ORD,1041,N
26801,c-2,c-15,c-3,2154,OO,SLC,RNO,422,Y
26802,c-5,c-8,c-1,2038,WN,BUR,OAK,325,N
26803,c-2,c-20,c-1,1956,XE,ATL,CLE,554,Y
26804,c-8,c-27,c-7,2014,XE,OKC,EWR,1325,Y
26805,c-1,c-18,c-3,1639,US,BWI,CLT,361,N
26806,c-7,c-20,c-4,1759,US,PHL,DEN,1557,N
26807,c-6,c-15,c-3,948,MQ,BOS,DCA,399,N
26808,c-7,c-25,c-2,1031,WN,LAS,PIT,1910,N
26809,c-12,c-2,c-6,602,OH,PWM,LGA,270,N
26810,c-9,c-1,c-4,1636,UA,SFO,LAX,337,N
26811,c-7,c-1,c-6,2139,US,CLT,MHT,737,N
26812,c-6,c-17,c-5,556,UA,ORD,DCA,612,N
26813,c-6,c-7,c-3,1918,WN,MSY,MCO,550,Y
26814,c-11,c-7,c-2,1541,OH,CVG,DTW,229,N
26815,c-3,c-8,c-2,832,DL,SJU,ATL,1547,Y
26816,c-4,c-7,c-5,1823,XE,OKC,EWR,1325,Y
26817,c-5,c-24,c-2,1914,WN,BUR,OAK,325,N
26818,c-6,c-5,c-7,1530,WN,BUR,SMF,358,N
26819,c-3,c-3,c-4,1536,CO,IAH,LAS,1222,Y
26820,c-7,c-19,c-3,1700,OO,SLC,PIH,150,N
26821,c-11,c-7,c-1,2021,AA,JFK,SJU,1597,N
26822,c-12,c-20,c-2,1543,UA,LAS,DEN,629,Y
26823,c-5,c-10,c-3,1420,XE,RIC,IAH,1157,N
26824,c-5,c-28,c-6,847,DL,DFW,SLC,988,N
26825,c-7,c-15,c-6,1050,EV,ATL,AEX,500,N
26826,c-2,c-3,c-4,1015,FL,MEM,ATL,332,Y
26827,c-5,c-25,c-3,855,CO,ATL,EWR,745,N
26828,c-5,c-5,c-4,756,CO,IAH,AUS,140,N
26829,c-10,c-15,c-6,1108,US,CLT,TPA,508,N
26830,c-1,c-4,c-2,1846,MQ,ORD,OKC,693,N
26831,c-1,c-9,c-1,625,OH,AUS,CVG,958,N
26832,c-6,c-11,c-7,1854,UA,ORD,DEN,888,N
26833,c-4,c-17,c-7,1920,MQ,ORD,MLI,139,N
26834,c-9,c-27,c-3,1241,WN,DEN,PHX,602,N
26835,c-6,c-16,c-4,648,UA,SNA,ORD,1726,N
26836,c-5,c-26,c-4,1323,OH,TPA,CVG,773,N
26837,c-4,c-16,c-6,1000,OO,TYS,ORD,475,N
26838,c-3,c-5,c-7,2251,B6,JFK,BTV,267,N
26839,c-2,c-20,c-7,700,US,MHT,PHL,290,N
26840,c-10,c-19,c-3,1241,MQ,LGA,ATL,761,Y
26841,c-6,c-29,c-3,2134,NW,DTW,BWI,408,N
26842,c-11,c-14,c-2,1220,WN,PHX,SLC,507,N
26843,c-4,c-28,c-4,1314,DL,ATL,EWR,745,N
26844,c-3,c-15,c-2,1839,DL,ATL,LAS,1747,N
26845,c-5,c-9,c-1,1010,WN,PHX,CMH,1671,N
26846,c-2,c-10,c-4,1850,WN,ABQ,HOU,759,N
26847,c-11,c-8,c-3,632,US,BDL,PHX,2213,N
26848,c-2,c-2,c-4,1234,OO,SFO,BFL,238,Y
26849,c-8,c-4,c-4,1826,AA,IAD,LAX,2288,N
26850,c-8,c-9,c-3,725,WN,MCO,BNA,616,N
26851,c-3,c-27,c-7,914,DH,IAD,ALB,325,N
26852,c-1,c-2,c-7,525,US,RSW,CLT,600,N
26853,c-8,c-21,c-7,1357,DL,ATL,SLC,1589,Y
26854,c-10,c-1,c-6,1505,NW,MSP,EWR,1008,N
26855,c-11,c-17,c-4,1304,AA,DFW,JAX,919,N
26856,c-8,c-15,c-2,2118,US,SAN,PHL,2369,N
26857,c-7,c-3,c-7,1810,UA,BOS,SFO,2704,N
26858,c-4,c-4,c-2,1820,WN,TPA,PVD,1137,N
26859,c-9,c-1,c-4,1553,AS,ORD,SEA,1721,N
26860,c-3,c-5,c-7,1836,OO,SFO,FAT,158,Y
26861,c-10,c-20,c-5,1414,US,CLT,TPA,508,N
26862,c-5,c-20,c-5,1205,B6,SAN,JFK,2446,N
26863,c-3,c-23,c-3,903,XE,CLE,BNA,448,N
26864,c-7,c-28,c-4,2036,CO,IAH,FLL,965,N
26865,c-1,c-29,c-6,919,MQ,SGF,DFW,364,N
26866,c-1,c-28,c-6,1230,WN,PHX,SJC,621,N
26867,c-5,c-17,c-2,735,US,STL,CLT,575,N
26868,c-3,c-3,c-4,702,AA,ORD,MCO,1005,N
26869,c-9,c-18,c-7,1922,XE,IAH,LIT,374,N
26870,c-8,c-11,c-4,1604,MQ,DTW,LGA,501,Y
26871,c-3,c-6,c-1,1918,WN,SAT,DAL,248,N
26872,c-3,c-31,c-5,1345,DL,PBI,ATL,545,Y
26873,c-3,c-5,c-6,1158,NW,SMF,MSP,1518,N
26874,c-8,c-9,c-2,1346,UA,SNA,DEN,846,N
26875,c-12,c-16,c-5,1340,WN,LAS,SJC,386,N
26876,c-7,c-5,c-2,1855,XE,IAH,TLH,658,Y
26877,c-12,c-23,c-5,2155,NW,MSP,ABQ,981,N
26878,c-3,c-21,c-2,727,DL,EWR,ATL,745,Y
26879,c-5,c-31,c-3,1729,MQ,LAX,SBP,155,Y
26880,c-4,c-10,c-1,1838,MQ,LGA,BOS,185,Y
26881,c-12,c-10,c-6,1132,MQ,ORD,IAD,589,N
26882,c-8,c-18,c-5,1141,WN,PHL,PHX,2075,N
26883,c-12,c-29,c-4,1652,OO,SLC,PIH,150,N
26884,c-12,c-29,c-4,1755,FL,ROC,BWI,277,N
26885,c-2,c-11,c-5,1246,EV,ATL,MSP,906,Y
26886,c-6,c-20,c-2,737,MQ,ORD,HSV,510,N
26887,c-7,c-27,c-4,1748,MQ,SJC,LAX,308,N
26888,c-10,c-25,c-2,1920,WN,TUL,PHX,935,N
26889,c-10,c-6,c-5,1144,OO,LAX,IYK,123,Y
26890,c-10,c-15,c-7,902,XE,IAH,BNA,657,N
26891,c-6,c-21,c-2,1252,DL,LGA,FLL,1076,N
26892,c-9,c-21,c-4,1253,US,MSY,PHL,1088,N
26893,c-7,c-3,c-1,23,US,LAS,ELP,584,Y
26894,c-12,c-11,c-7,805,AA,BNA,ORD,409,N
26895,c-8,c-21,c-1,1449,F9,DEN,SLC,391,N
26896,c-6,c-18,c-6,1318,AA,SLC,ORD,1249,N
26897,c-5,c-2,c-1,1517,NW,LAX,HNL,2556,N
26898,c-3,c-30,c-3,1530,WN,HOU,PHX,1020,N
26899,c-10,c-9,c-1,1109,US,SEA,PHX,1107,N
26900,c-12,c-12,c-1,1320,MQ,ORD,HPN,738,N
26901,c-5,c-23,c-2,1012,AA,PHX,DFW,868,N
26902,c-8,c-31,c-3,626,UA,ORD,DEN,888,N
26903,c-8,c-19,c-5,1057,MQ,SJC,LAX,308,N
26904,c-7,c-14,c-5,1157,FL,LAX,IND,1814,N
26905,c-8,c-6,c-6,1939,AS,SEA,SAN,1050,N
26906,c-3,c-5,c-7,1500,WN,CLE,LAS,1825,N
26907,c-8,c-9,c-3,1901,XE,CLE,ORD,316,N
26908,c-8,c-25,c-4,1000,AA,MIA,DFW,1121,N
26909,c-4,c-28,c-5,922,NW,MEM,SAT,625,N
26910,c-12,c-3,c-6,1602,AA,MIA,DCA,920,N
26911,c-3,c-16,c-3,1043,MQ,EWR,RDU,416,N
26912,c-9,c-29,c-5,1823,WN,OAK,BUR,325,N
26913,c-10,c-7,c-5,1610,HP,LAS,OAK,407,N
26914,c-7,c-16,c-6,1615,EV,ATL,ISP,795,N
26915,c-10,c-24,c-1,1107,WN,MCO,PIT,834,Y
26916,c-6,c-27,c-2,1507,XE,DFW,CLE,1021,Y
26917,c-5,c-17,c-2,1907,DH,IAD,DTW,383,N
26918,c-8,c-11,c-5,858,WN,PHL,CMH,405,N
26919,c-3,c-24,c-5,1005,OH,CVG,GRB,416,N
26920,c-6,c-29,c-3,1847,DL,ATL,HSV,151,Y
26921,c-9,c-29,c-4,1900,WN,ORF,JAX,543,N
26922,c-9,c-12,c-2,1004,AS,BUR,SEA,937,N
26923,c-8,c-28,c-7,727,DL,RIC,ATL,481,N
26924,c-5,c-31,c-2,1405,WN,MDW,JAN,666,N
26925,c-9,c-28,c-4,1756,US,DEN,PHX,602,N
26926,c-5,c-29,c-1,1719,AA,DFW,MSP,852,N
26927,c-8,c-24,c-3,1453,HA,KOA,HNL,163,N
26928,c-5,c-14,c-7,646,UA,ORD,MCO,1005,N
26929,c-9,c-26,c-1,1706,AA,PIT,DFW,1068,N
26930,c-9,c-20,c-2,20,DL,LAS,JFK,2248,N
26931,c-5,c-29,c-1,1442,WN,MHT,TPA,1204,N
26932,c-8,c-18,c-4,1440,DL,CVG,MHT,741,N
26933,c-6,c-12,c-7,1505,US,PIT,CLT,366,N
26934,c-4,c-16,c-6,1229,DL,LGA,BOS,185,N
26935,c-3,c-6,c-7,1913,NW,DTW,IND,231,N
26936,c-9,c-25,c-7,1422,XE,ORD,CLE,316,Y
26937,c-9,c-18,c-7,1545,AA,BOS,LAX,2611,N
26938,c-6,c-17,c-5,1654,MQ,DFW,LIT,304,Y
26939,c-4,c-29,c-6,1234,FL,ATL,MIA,595,N
26940,c-8,c-10,c-4,851,WN,BWI,BNA,588,Y
26941,c-1,c-26,c-3,630,WN,OAK,MCI,1489,N
26942,c-7,c-5,c-3,1120,US,PHX,CLT,1774,N
26943,c-7,c-18,c-1,1623,US,FLL,PHL,992,N
26944,c-4,c-27,c-4,639,AA,JAX,DFW,919,N
26945,c-3,c-22,c-2,1951,DL,PBI,BDL,1133,Y
26946,c-4,c-28,c-5,943,DL,PBI,ATL,545,N
26947,c-4,c-18,c-2,1230,YV,JFK,IAD,228,N
26948,c-6,c-8,c-3,925,AA,DFW,EWR,1372,Y
26949,c-5,c-25,c-4,1816,DL,TLH,ATL,223,N
26950,c-2,c-4,c-6,1935,WN,LAX,LAS,236,N
26951,c-4,c-23,c-7,615,AA,LGA,ORD,733,N
26952,c-10,c-16,c-7,1905,DL,JFK,SEA,2421,N
26953,c-5,c-17,c-3,1503,DL,SAT,ATL,874,N
26954,c-9,c-25,c-7,852,AA,BOS,DFW,1562,N
